eventID,institutionCode,cruiseCode,event,net,station,start_latitude,start_longitude,end_latitude,end_longitude,geodeticDatum,start_eventTime,end_eventTime,haulDuration,trackDistance,solarPosition,diel,day_night_method,samplingProtocol,netSystem,bottomDepthInMeters,bottom_depth_method,meanNetTemperature,minimumDepthInMeters,maximumDepthInMeters,medianDepthInMeters,volumeFiltered,volumeFiltered2,verticalTowHeight,towDistance,meanTowSpeed,netSurfaceArea,netType,codendMesh,netMeshSize,haulType,sector,zone,fieldNotes,validation,validationDescription
AMLR2006_A0903_2548_1,NOAA,AMLR2006,2548,1,A0903,-60.4944,-57.4978,NA,NA,EPSG:4326,20/01/2006 23:58,21/01/2006 0:24,26,NA,4.286405997,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3274.6592,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2006_A0904_2549_1,NOAA,AMLR2006,2549,1,A0904,-60.7434,-57.4977,NA,NA,EPSG:4326,21/01/2006 2:42,21/01/2006 11:08,506,NA,-7.684696801,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,2904.4496,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2006_A0905_2550_1,NOAA,AMLR2006,2550,1,A0905,-60.9956,-57.4907,NA,NA,EPSG:4326,21/01/2006 5:25,21/01/2006 5:55,30,NA,-7.283588258,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3578.4672,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A0906_2551_1,NOAA,AMLR2006,2551,1,A0906,-61.247,-57.4882,NA,NA,EPSG:4326,21/01/2006 8:15,21/01/2006 8:46,31,NA,5.67345107,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3722.7008,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A0907_2552_1,NOAA,AMLR2006,2552,1,A0907,-61.5004,-57.4909,NA,NA,EPSG:4326,21/01/2006 10:58,21/01/2006 11:25,27,NA,24.1652558,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,168,NA,3576.8128,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A0908_2553_1,NOAA,AMLR2006,2553,1,A0908,-61.7534,-57.4931,NA,NA,EPSG:4326,21/01/2006 13:42,21/01/2006 14:00,18,NA,41.66949013,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3430.7744,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A0909_2554_1,NOAA,AMLR2006,2554,1,A0909,-62.0517,-57.3541,NA,NA,EPSG:4326,29/01/2006 13:09,29/01/2006 13:36,27,NA,36.55804549,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3560.1184,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A0911_2555_1,NOAA,AMLR2006,2555,1,A0911,-62.4935,-57.5028,NA,NA,EPSG:4326,30/01/2006 0:39,30/01/2006 1:06,27,NA,0.18806101,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3388.4368,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A0913_2556_1,NOAA,AMLR2006,2556,1,A0913,-62.8726,-57.9043,NA,NA,EPSG:4326,30/01/2006 6:52,30/01/2006 7:25,33,NA,-2.97156942,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3892.9536,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1010_2557_1,NOAA,AMLR2006,2557,1,A1010,-62.2355,-57.9997,NA,NA,EPSG:4326,29/01/2006 17:02,29/01/2006 17:30,28,NA,44.51647848,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3396.8592,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1012_2558_1,NOAA,AMLR2006,2558,1,A1012,-62.7456,-58.0038,NA,NA,EPSG:4326,30/01/2006 9:24,30/01/2006 9:53,29,NA,11.10928097,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3668.3312,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1101_2559_1,NOAA,AMLR2006,2559,1,A1101,-59.9951,-58.4974,NA,NA,EPSG:4326,20/01/2006 10:36,20/01/2006 11:10,34,NA,21.20235988,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,4088.7744,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1105_2561_1,NOAA,AMLR2006,2561,1,A1105,-60.9979,-58.493,NA,NA,EPSG:4326,20/01/2006 1:45,20/01/2006 2:13,28,NA,-4.000223712,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3711.872,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1107_2562_1,NOAA,AMLR2006,2562,1,A1107,-61.4982,-58.4869,NA,NA,EPSG:4326,19/01/2006 21:19,19/01/2006 21:48,29,NA,23.15623798,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3732.552,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1113_2564_1,NOAA,AMLR2006,2564,1,A1113,-62.9858,-58.6172,NA,NA,EPSG:4326,31/01/2006 0:42,31/01/2006 1:08,26,NA,0.364367821,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3148.1728,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1208_2565_1,NOAA,AMLR2006,2565,1,A1208,-61.753,-58.9645,NA,NA,EPSG:4326,19/01/2006 14:40,19/01/2006 15:08,28,NA,45.90176658,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3496.3488,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1212_2566_1,NOAA,AMLR2006,2566,1,A1212,-62.7481,-58.9923,NA,NA,EPSG:4326,30/01/2006 21:48,30/01/2006 22:18,30,NA,17.99039706,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3755.2624,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1214_2567_1,NOAA,AMLR2006,2567,1,A1214,-63.2363,-59.0388,NA,NA,EPSG:4326,31/01/2006 3:21,31/01/2006 5:50,149,NA,-8.726057683,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3251.1216,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1307_2568_1,NOAA,AMLR2006,2568,1,A1307,-61.5014,-59.4855,NA,NA,EPSG:4326,19/01/2006 11:23,19/01/2006 11:51,28,NA,26.62626315,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3564.7056,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1309_2569_1,NOAA,AMLR2006,2569,1,A1309,-62.0057,-59.4963,NA,NA,EPSG:4326,18/01/2006 10:39,18/01/2006 11:06,27,NA,21.64173012,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3687.2816,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1311_2570_1,NOAA,AMLR2006,2570,1,A1311,-62.5494,-59.3073,NA,NA,EPSG:4326,30/01/2006 16:00,30/01/2006 16:30,30,NA,45.00266105,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3639.7552,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1313_2571_1,NOAA,AMLR2006,2571,1,A1313,-63.0022,-59.4946,NA,NA,EPSG:4326,31/01/2006 8:18,31/01/2006 8:47,29,NA,3.676214228,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3530.7904,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1406_2572_1,NOAA,AMLR2006,2572,1,A1406,-61.2509,-59.9883,NA,NA,EPSG:4326,19/01/2006 7:34,19/01/2006 8:14,40,NA,1.498221599,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3602.2304,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1408_2573_1,NOAA,AMLR2006,2573,1,A1408,-61.7538,-59.9947,NA,NA,EPSG:4326,18/01/2006 14:00,18/01/2006 14:28,28,NA,43.00885702,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3659.8336,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1412_2575_1,NOAA,AMLR2006,2575,1,A1412,-62.7472,-59.9871,NA,NA,EPSG:4326,31/01/2006 11:24,31/01/2006 11:51,27,NA,23.46530843,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3433.4064,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1414_2576_1,NOAA,AMLR2006,2576,1,A1414,-63.2408,-60.0087,NA,NA,EPSG:4326,1/02/2006 3:04,1/02/2006 12:33,569,NA,-8.413553865,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3360.8384,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1505_2577_1,NOAA,AMLR2006,2577,1,A1505,-61.0049,-60.4917,NA,NA,EPSG:4326,19/01/2006 3:06,19/01/2006 13:34,628,NA,-7.466915785,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3459.1248,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1507_2578_1,NOAA,AMLR2006,2578,1,A1507,-61.5248,-60.4702,NA,NA,EPSG:4326,18/01/2006 16:33,18/01/2006 17:05,32,NA,48.8054476,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,4131.5632,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1509_2579_1,NOAA,AMLR2006,2579,1,A1509,-62.0011,-60.4908,NA,NA,EPSG:4326,18/01/2006 4:24,18/01/2006 4:55,31,NA,-7.343793732,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3849.112,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1513_2580_1,NOAA,AMLR2006,2580,1,A1513,-63.0262,-60.4539,NA,NA,EPSG:4326,31/01/2006 23:38,1/02/2006 0:06,28,NA,6.489680385,dusk,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3234.2768,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1515_2581_1,NOAA,AMLR2006,2581,1,A1515,-63.5015,-60.5064,NA,NA,EPSG:4326,1/02/2006 7:50,1/02/2006 8:20,30,NA,0.992358361,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3153.0608,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1608_2583_1,NOAA,AMLR2006,2583,1,A1608,-61.7498,-60.9869,NA,NA,EPSG:4326,18/01/2006 0:45,18/01/2006 1:11,26,NA,2.511221773,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3132.1552,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1610_2584_1,NOAA,AMLR2006,2584,1,A1610,-62.2513,-60.9902,NA,NA,EPSG:4326,17/01/2006 7:34,17/01/2006 8:04,30,NA,2.2203119,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3845.728,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1614_2585_1,NOAA,AMLR2006,2585,1,A1614,-63.2527,-61.003,NA,NA,EPSG:4326,1/02/2006 11:31,1/02/2006 11:59,28,NA,23.45787501,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3493.1152,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1707_2586_1,NOAA,AMLR2006,2586,1,A1707,-61.5246,-61.4816,NA,NA,EPSG:4326,17/01/2006 17:04,17/01/2006 17:35,31,NA,48.31826497,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3600.6512,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1709_2587_1,NOAA,AMLR2006,2587,1,A1709,-62.0026,-61.4855,NA,NA,EPSG:4326,17/01/2006 10:49,17/01/2006 11:16,27,NA,22.09070742,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,168,NA,3643.6656,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1711_2588_1,NOAA,AMLR2006,2588,1,A1711,-62.5001,-61.4888,NA,NA,EPSG:4326,17/01/2006 4:27,17/01/2006 4:50,23,NA,-6.645396891,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,108,NA,3367.5312,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1713_2589_1,NOAA,AMLR2006,2589,1,A1713,-63.0031,-61.505,NA,NA,EPSG:4326,1/02/2006 14:42,1/02/2006 15:09,27,NA,41.02640635,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3623.6624,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1808_2590_1,NOAA,AMLR2006,2590,1,A1808,-61.7544,-61.9964,NA,NA,EPSG:4326,17/01/2006 14:20,17/01/2006 14:47,27,NA,44.16629698,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3545.7552,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1810_2591_1,NOAA,AMLR2006,2591,1,A1810,-62.25,-61.9843,NA,NA,EPSG:4326,17/01/2006 1:11,17/01/2006 1:40,29,NA,1.283112768,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,165,NA,3738.3424,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1812_2592_1,NOAA,AMLR2006,2592,1,A1812,-62.7477,-61.9936,NA,NA,EPSG:4326,16/01/2006 8:25,16/01/2006 8:52,27,NA,6.776898107,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,150,NA,3726.6864,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1909_2593_1,NOAA,AMLR2006,2593,1,A1909,-62.0066,-62.4987,NA,NA,EPSG:4326,16/01/2006 21:39,16/01/2006 22:06,27,NA,23.10749342,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,168,NA,3764.8128,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A1911_2594_1,NOAA,AMLR2006,2594,1,A1911,-62.4996,-62.4944,NA,NA,EPSG:4326,16/01/2006 11:55,16/01/2006 12:18,23,NA,29.41949045,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,2732.392,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_A2010_2595_1,NOAA,AMLR2006,2595,1,A2010,-62.2722,-62.9779,NA,NA,EPSG:4326,16/01/2006 14:15,16/01/2006 14:39,24,NA,43.29886024,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3644.0416,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,EastPacific,Antarctic,NA,1,NA
AMLR2006_Y21A_3050_1,NOAA,AMLR2006,3050,1,Y21A,NA,NA,NA,NA,EPSG:4326,4/02/2006 1:02,4/02/2006 1:29,27,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3580.8736,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y21B_3051_1,NOAA,AMLR2006,3051,1,Y21B,NA,NA,NA,NA,EPSG:4326,8/01/2006 7:20,8/01/2006 7:49,29,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3765.1888,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y22A_3052_1,NOAA,AMLR2006,3052,1,Y22A,NA,NA,NA,NA,EPSG:4326,5/02/2006 3:54,5/02/2006 4:19,25,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3057.7072,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y22B_3053_1,NOAA,AMLR2006,3053,1,Y22B,NA,NA,NA,NA,EPSG:4326,8/01/2006 5:23,8/01/2006 5:53,30,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3590.7248,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y23A_3054_1,NOAA,AMLR2006,3054,1,Y23A,NA,NA,NA,NA,EPSG:4326,5/02/2006 5:58,5/02/2006 6:29,31,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,3561.6976,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y23B_3055_1,NOAA,AMLR2006,3055,1,Y23B,NA,NA,NA,NA,EPSG:4326,8/01/2006 3:34,8/01/2006 4:04,30,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3642.1616,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y24A_3056_1,NOAA,AMLR2006,3056,1,Y24A,NA,NA,NA,NA,EPSG:4326,5/02/2006 7:48,5/02/2006 8:17,29,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3476.2704,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y24B_3057_1,NOAA,AMLR2006,3057,1,Y24B,NA,NA,NA,NA,EPSG:4326,8/02/2006 1:49,8/02/2006 2:17,28,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,168,NA,3773.16,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y25B_3059_1,NOAA,AMLR2006,3059,1,Y25B,NA,NA,NA,NA,EPSG:4326,8/02/2006 0:32,8/02/2006 0:58,26,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3341.0608,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y50A_3060_1,NOAA,AMLR2006,3060,1,Y50A,NA,NA,NA,NA,EPSG:4326,6/02/2006 7:13,NA,NA,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,4058.3184,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y51A_3061_1,NOAA,AMLR2006,3061,1,Y51A,NA,NA,NA,NA,EPSG:4326,6/02/2006 5:54,6/02/2006 6:26,32,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,4162.3952,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y52A_3062_1,NOAA,AMLR2006,3062,1,Y52A,NA,NA,NA,NA,EPSG:4326,6/02/2006 3:51,6/02/2006 4:21,30,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,4127.5024,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y81A_3065_1,NOAA,AMLR2006,3065,1,Y81A,NA,NA,NA,NA,EPSG:4326,4/02/2006 9:31,4/02/2006 10:01,30,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3682.544,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y81B_3066_1,NOAA,AMLR2006,3066,1,Y81B,NA,NA,NA,NA,EPSG:4326,7/02/2006 2:23,7/02/2006 2:48,25,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3212.8448,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y82A_3067_1,NOAA,AMLR2006,3067,1,Y82A,NA,NA,NA,NA,EPSG:4326,4/02/2006 7:06,4/02/2006 7:36,30,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3668.3312,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y82B_3068_1,NOAA,AMLR2006,3068,1,Y82B,NA,NA,NA,NA,EPSG:4326,7/02/2006 4:24,7/02/2006 4:49,25,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,171,NA,2915.7296,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y83A_3069_1,NOAA,AMLR2006,3069,1,Y83A,NA,NA,NA,NA,EPSG:4326,4/02/2006 5:04,4/02/2006 5:33,29,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3832.3424,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y83B_3070_1,NOAA,AMLR2006,3070,1,Y83B,NA,NA,NA,NA,EPSG:4326,7/02/2006 6:18,7/02/2006 6:46,28,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,173,NA,3364.448,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y84A_3071_1,NOAA,AMLR2006,3071,1,Y84A,NA,NA,NA,NA,EPSG:4326,4/02/2006 2:59,4/02/2006 20:17,1038,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3724.8816,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y84B_3072_1,NOAA,AMLR2006,3072,1,Y84B,NA,NA,NA,NA,EPSG:4326,7/02/2006 8:13,7/02/2006 8:41,28,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3752.48,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y85A_3073_1,NOAA,AMLR2006,3073,1,Y85A,NA,NA,NA,NA,EPSG:4326,4/02/2006 1:08,4/02/2006 1:35,27,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,175,NA,3691.568,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2006_Y85B_3074_1,NOAA,AMLR2006,3074,1,Y85B,NA,NA,NA,NA,EPSG:4326,7/02/2006 9:59,7/02/2006 10:28,29,NA,NA,NA,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,3694.4256,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,NA,NA,NA,0,missing lat lon
AMLR2007_A0201_2596_1,NOAA,AMLR2007,2596,1,A0201,-59.9944,-53.9883,NA,NA,EPSG:4326,25/01/2007 0:38,25/01/2007 2:46,128,NA,-1.882821449,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3878.3648,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2007_A0202_2597_1,NOAA,AMLR2007,2597,1,A0202,-60.2479,-53.993,NA,NA,EPSG:4326,25/01/2007 6:09,25/01/2007 6:38,29,NA,-5.680301216,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3766.392,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2007_A0203_2598_1,NOAA,AMLR2007,2598,1,A0203,-60.4994,-53.99,NA,NA,EPSG:4326,25/01/2007 9:07,25/01/2007 9:35,28,NA,11.63345844,dawn,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3585.4608,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2007_A0204_2599_1,NOAA,AMLR2007,2599,1,A0204,-60.7493,-53.9962,NA,NA,EPSG:4326,25/01/2007 11:55,25/01/2007 12:23,28,NA,31.79992075,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3758.3456,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2007_A0205_2600_1,NOAA,AMLR2007,2600,1,A0205,-60.9977,-54.0416,NA,NA,EPSG:4326,25/01/2007 14:12,25/01/2007 14:44,32,NA,44.66310644,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,169,NA,4168.712,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
AMLR2007_A0206_2601_1,NOAA,AMLR2007,2601,1,A0206,-61.2449,-53.8988,NA,NA,EPSG:4326,25/01/2007 19:49,25/01/2007 20:17,28,NA,30.67754401,day,maptools R,double oblique trawl,opening-closing,NA,NA,NA,NA,170,NA,3846.4048,NA,NA,NA,2,2.54,IKMT,0.505,0.505,Station,Atlantic,Antarctic,NA,1,NA
